grainID,varietyNumber,microplotID,year,month,day,timestamp,filename
8080,6,x40y20,2020,12,02,134539,grain8080_x40y20-var6_8000_us_2x_2020-12-02T134539_corr.npz
11049,3,x43y22,2020,12,02,103820,grain11049_x43y22-var3_11000_us_2x_2020-12-02T103820_corr.npz
21167,5,x78y11,2021,10,19,111048,grain21167_var5-x78y11_7000_us_2x_2021-10-19T111048_corr.npz
4460,1,x33y24,2020,12,02,095946,grain4460_x33y24-var1_11000_us_2x_2020-12-02T095946_corr.npz
1779,1,x30y21,2020,12,02,101341,grain1779_x30y21-var1_11000_us_2x_2020-12-02T101341_corr.npz
24178,7,x72y15,2021,10,23,144832,grain24178_var7-x72y15_7000_us_2x_2021-10-23T144832_corr.npz
11228,3,x44y21,2020,12,02,104158,grain11228_x44y21-var3_11000_us_2x_2020-12-02T104158_corr.npz
26828,8,x75y12,2021,10,20,113607,grain26828_var8-x75y12_7000_us_2x_2021-10-20T113607_corr.npz
24987,7,x82y19,2021,10,19,154428,grain24987_var7-x82y19_7000_us_2x_2021-10-19T154428_corr.npz
21680,5,x78y11,2021,10,19,111536,grain21680_var5-x78y11_7000_us_2x_2021-10-19T111536_corr.npz
1843,1,x30y21,2020,12,02,101341,grain1843_x30y21-var1_11000_us_2x_2020-12-02T101341_corr.npz
710,7,x28y21,2020,12,02,140652,grain710_x28y21-var7_8000_us_2x_2020-12-02T140652_corr.npz
17450,3,x77y15,2021,10,23,145346,grain17450_var3-x77y15_7000_us_2x_2021-10-23T145346_corr.npz
5165,1,x33y24,2020,12,02,100925,grain5165_x33y24-var1_11000_us_2x_2020-12-02T100925_corr.npz
1017,5,x28y22,2020,12,02,125210,grain1017_x28y22-var5_11000_us_2x_2020-12-02T125210_corr.npz
2744,2,x31y24,2020,12,01,154301,grain2744_x31y24-var2_11000_us_2x_2020-12-01T154301_corr.npz
5069,1,x33y24,2020,12,02,100925,grain5069_x33y24-var1_11000_us_2x_2020-12-02T100925_corr.npz
15405,2,x73y16,2021,10,19,155132,grain15405_var2-x73y16_7000_us_2x_2021-10-19T155132_corr.npz
16335,2,x76y12,2021,10,19,160007,grain16335_var2-x76y12_7000_us_2x_2021-10-19T160007_corr.npz
20520,5,x72y18,2021,10,20,110359,grain20520_var5-x72y18_7000_us_2x_2021-10-20T110359_corr.npz
11324,3,x44y21,2020,12,02,104158,grain11324_x44y21-var3_11000_us_2x_2020-12-02T104158_corr.npz
26546,8,x75y12,2021,10,20,113415,grain26546_var8-x75y12_7000_us_2x_2021-10-20T113415_corr.npz
22092,6,x79y13,2021,10,19,153133,grain22092_var6-x79y13_7000_us_2x_2021-10-19T153133_corr.npz
16249,2,x76y12,2021,10,19,160007,grain16249_var2-x76y12_7000_us_2x_2021-10-19T160007_corr.npz
11715,3,x44y21,2020,12,02,104851,grain11715_x44y21-var3_11000_us_2x_2020-12-02T104851_corr.npz
19084,4,x80y16,2021,10,19,152328,grain19084_var4-x80y16_7000_us_2x_2021-10-19T152328_corr.npz
13898,1,x73y14,2021,10,23,151645,grain13898_var1-x73y14_7000_us_2x_2021-10-23T151645_corr.npz
18204,3,x81y18,2021,10,23,150015,grain18204_var3-x81y18_7000_us_2x_2021-10-23T150015_corr.npz
22256,6,x79y13,2021,10,19,153308,grain22256_var6-x79y13_7000_us_2x_2021-10-19T153308_corr.npz
10712,3,x43y22,2020,12,02,103212,grain10712_x43y22-var3_11000_us_2x_2020-12-02T103212_corr.npz
11963,4,x45y19,2020,12,02,111414,grain11963_x45y19-var4_11000_us_2x_2020-12-02T111414_corr.npz
12140,4,x45y19,2020,12,02,111414,grain12140_x45y19-var4_11000_us_2x_2020-12-02T111414_corr.npz
2494,2,x31y24,2020,12,01,153702,grain2494_x31y24-var2_11000_us_2x_2020-12-01T153702_corr.npz
4012,8,x32y23,2020,12,02,160448,grain4012_x32y23-var8_8000_us_2x_2020-12-02T160448_corr.npz
20326,4,x82y12,2021,10,19,113802,grain20326_var4-x82y12_7000_us_2x_2021-10-19T113802_corr.npz
11544,3,x44y21,2020,12,02,104601,grain11544_x44y21-var3_11000_us_2x_2020-12-02T104601_corr.npz
7908,6,x40y20,2020,12,02,134539,grain7908_x40y20-var6_8000_us_2x_2020-12-02T134539_corr.npz
9271,6,x41y23,2020,12,02,133717,grain9271_x41y23-var6_8000_us_2x_2020-12-02T133717_corr.npz
17183,3,x77y15,2021,10,23,145214,grain17183_var3-x77y15_7000_us_2x_2021-10-23T145214_corr.npz
3640,8,x32y23,2020,12,02,155853,grain3640_x32y23-var8_8000_us_2x_2020-12-02T155853_corr.npz
10477,3,x43y22,2020,12,02,103212,grain10477_x43y22-var3_11000_us_2x_2020-12-02T103212_corr.npz
16568,2,x76y12,2021,10,19,160139,grain16568_var2-x76y12_7000_us_2x_2021-10-19T160139_corr.npz
13450,7,x45y24,2020,12,02,142023,grain13450_x45y24-var7_8000_us_2x_2020-12-02T142023_corr.npz
24625,7,x82y19,2021,10,19,154114,grain24625_var7-x82y19_7000_us_2x_2021-10-19T154114_corr.npz
10302,3,x43y22,2020,12,02,102758,grain10302_x43y22-var3_11000_us_2x_2020-12-02T102758_corr.npz
6726,2,x35y19,2020,12,01,153126,grain6726_x35y19-var2_11000_us_2x_2020-12-01T153126_corr.npz
7874,6,x40y20,2020,12,02,134539,grain7874_x40y20-var6_8000_us_2x_2020-12-02T134539_corr.npz
5277,8,x34y21,2020,12,02,142436,grain5277_x34y21-var8_8000_us_2x_2020-12-02T142436_corr.npz
25704,8,x74y17,2021,10,23,151207,grain25704_var8-x74y17_7000_us_2x_2021-10-23T151207_corr.npz
4779,1,x33y24,2020,12,02,100349,grain4779_x33y24-var1_11000_us_2x_2020-12-02T100349_corr.npz
16414,2,x76y12,2021,10,19,160139,grain16414_var2-x76y12_7000_us_2x_2021-10-19T160139_corr.npz
12936,7,x45y24,2020,12,02,141021,grain12936_x45y24-var7_8000_us_2x_2020-12-02T141021_corr.npz
21532,5,x78y11,2021,10,19,111536,grain21532_var5-x78y11_7000_us_2x_2021-10-19T111536_corr.npz
17094,2,x76y12,2021,10,19,160517,grain17094_var2-x76y12_7000_us_2x_2021-10-19T160517_corr.npz
20904,5,x72y18,2021,10,20,110649,grain20904_var5-x72y18_7000_us_2x_2021-10-20T110649_corr.npz
18891,4,x80y16,2021,10,19,152106,grain18891_var4-x80y16_7000_us_2x_2021-10-19T152106_corr.npz
22708,6,x79y13,2021,10,19,153614,grain22708_var6-x79y13_7000_us_2x_2021-10-19T153614_corr.npz
20722,5,x72y18,2021,10,20,110522,grain20722_var5-x72y18_7000_us_2x_2021-10-20T110522_corr.npz
7148,5,x39y20,2020,12,02,130424,grain7148_x39y20-var5_11000_us_2x_2020-12-02T130424_corr.npz
12696,4,x45y19,2020,12,02,112131,grain12696_x45y19-var4_11000_us_2x_2020-12-02T112131_corr.npz
20878,5,x72y18,2021,10,20,110649,grain20878_var5-x72y18_7000_us_2x_2021-10-20T110649_corr.npz
19997,4,x82y12,2021,10,19,113446,grain19997_var4-x82y12_7000_us_2x_2021-10-19T113446_corr.npz
15047,1,x75y20,2021,10,19,161501,grain15047_var1-x75y20_7000_us_2x_2021-10-19T161501_corr.npz
22674,6,x79y13,2021,10,19,153614,grain22674_var6-x79y13_7000_us_2x_2021-10-19T153614_corr.npz
25670,8,x74y17,2021,10,23,151021,grain25670_var8-x74y17_7000_us_2x_2021-10-23T151021_corr.npz
4268,8,x32y23,2020,12,02,160721,grain4268_x32y23-var8_8000_us_2x_2020-12-02T160721_corr.npz
21987,6,x79y13,2021,10,19,153133,grain21987_var6-x79y13_7000_us_2x_2021-10-19T153133_corr.npz
24379,7,x82y19,2021,10,19,153944,grain24379_var7-x82y19_7000_us_2x_2021-10-19T153944_corr.npz
17798,3,x77y15,2021,10,23,145648,grain17798_var3-x77y15_7000_us_2x_2021-10-23T145648_corr.npz
5407,8,x34y21,2020,12,02,142833,grain5407_x34y21-var8_8000_us_2x_2020-12-02T142833_corr.npz
4314,8,x32y23,2020,12,02,160721,grain4314_x32y23-var8_8000_us_2x_2020-12-02T160721_corr.npz
21453,5,x78y11,2021,10,19,111314,grain21453_var5-x78y11_7000_us_2x_2021-10-19T111314_corr.npz
14313,1,x73y14,2021,10,23,151946,grain14313_var1-x73y14_7000_us_2x_2021-10-23T151946_corr.npz
25841,8,x74y17,2021,10,23,151207,grain25841_var8-x74y17_7000_us_2x_2021-10-23T151207_corr.npz
4675,1,x33y24,2020,12,02,100349,grain4675_x33y24-var1_11000_us_2x_2020-12-02T100349_corr.npz
23215,6,x80y20,2021,10,19,150845,grain23215_var6-x80y20_7000_us_2x_2021-10-19T150845_corr.npz
13293,7,x45y24,2020,12,02,141746,grain13293_x45y24-var7_8000_us_2x_2020-12-02T141746_corr.npz
8331,6,x40y20,2020,12,02,135030,grain8331_x40y20-var6_8000_us_2x_2020-12-02T135030_corr.npz
18522,3,x81y18,2021,10,23,150329,grain18522_var3-x81y18_7000_us_2x_2021-10-23T150329_corr.npz
6910,2,x35y19,2020,12,01,153126,grain6910_x35y19-var2_11000_us_2x_2020-12-01T153126_corr.npz
11448,3,x44y21,2020,12,02,104601,grain11448_x44y21-var3_11000_us_2x_2020-12-02T104601_corr.npz
7750,6,x40y20,2020,12,02,134036,grain7750_x40y20-var6_8000_us_2x_2020-12-02T134036_corr.npz
9627,4,x42y22,2020,12,02,112844,grain9627_x42y22-var4_11000_us_2x_2020-12-02T112844_corr.npz
9465,4,x42y22,2020,12,02,112418,grain9465_x42y22-var4_11000_us_2x_2020-12-02T112418_corr.npz
5560,8,x34y21,2020,12,02,142833,grain5560_x34y21-var8_8000_us_2x_2020-12-02T142833_corr.npz
11090,3,x43y22,2020,12,02,103820,grain11090_x43y22-var3_11000_us_2x_2020-12-02T103820_corr.npz
21448,5,x78y11,2021,10,19,111314,grain21448_var5-x78y11_7000_us_2x_2021-10-19T111314_corr.npz
14308,1,x73y14,2021,10,23,151946,grain14308_var1-x73y14_7000_us_2x_2021-10-23T151946_corr.npz
4273,8,x32y23,2020,12,02,160721,grain4273_x32y23-var8_8000_us_2x_2020-12-02T160721_corr.npz
24362,7,x82y19,2021,10,19,153944,grain24362_var7-x82y19_7000_us_2x_2021-10-19T153944_corr.npz
2691,2,x31y24,2020,12,01,154301,grain2691_x31y24-var2_11000_us_2x_2020-12-01T154301_corr.npz
3018,2,x31y24,2020,12,01,154659,grain3018_x31y24-var2_11000_us_2x_2020-12-01T154659_corr.npz
25926,8,x74y17,2021,10,23,151207,grain25926_var8-x74y17_7000_us_2x_2021-10-23T151207_corr.npz
18539,3,x81y18,2021,10,23,150329,grain18539_var3-x81y18_7000_us_2x_2021-10-23T150329_corr.npz
2541,2,x31y24,2020,12,01,153702,grain2541_x31y24-var2_11000_us_2x_2020-12-01T153702_corr.npz
8256,6,x40y20,2020,12,02,135030,grain8256_x40y20-var6_8000_us_2x_2020-12-02T135030_corr.npz
12095,4,x45y19,2020,12,02,111414,grain12095_x45y19-var4_11000_us_2x_2020-12-02T111414_corr.npz
23957,7,x72y15,2021,10,23,144708,grain23957_var7-x72y15_7000_us_2x_2021-10-23T144708_corr.npz
14906,1,x75y20,2021,10,19,161501,grain14906_var1-x75y20_7000_us_2x_2021-10-19T161501_corr.npz
18445,3,x81y18,2021,10,23,150329,grain18445_var3-x81y18_7000_us_2x_2021-10-23T150329_corr.npz
13288,7,x45y24,2020,12,02,141746,grain13288_x45y24-var7_8000_us_2x_2020-12-02T141746_corr.npz
15127,1,x75y20,2021,10,19,161703,grain15127_var1-x75y20_7000_us_2x_2021-10-19T161703_corr.npz
937,5,x28y22,2020,12,02,124923,grain937_x28y22-var5_11000_us_2x_2020-12-02T124923_corr.npz
20241,4,x82y12,2021,10,19,113802,grain20241_var4-x82y12_7000_us_2x_2021-10-19T113802_corr.npz
9316,6,x41y23,2020,12,02,133717,grain9316_x41y23-var6_8000_us_2x_2020-12-02T133717_corr.npz
3727,8,x32y23,2020,12,02,155853,grain3727_x32y23-var8_8000_us_2x_2020-12-02T155853_corr.npz
1984,1,x30y21,2020,12,02,101757,grain1984_x30y21-var1_11000_us_2x_2020-12-02T101757_corr.npz
16184,2,x73y16,2021,10,19,155646,grain16184_var2-x73y16_7000_us_2x_2021-10-19T155646_corr.npz
13537,7,x45y24,2020,12,02,142023,grain13537_x45y24-var7_8000_us_2x_2020-12-02T142023_corr.npz
14036,1,x73y14,2021,10,23,151645,grain14036_var1-x73y14_7000_us_2x_2021-10-23T151645_corr.npz
4009,8,x32y23,2020,12,02,160448,grain4009_x32y23-var8_8000_us_2x_2020-12-02T160448_corr.npz
8374,6,x40y20,2020,12,02,135308,grain8374_x40y20-var6_8000_us_2x_2020-12-02T135308_corr.npz
17198,3,x77y15,2021,10,23,145214,grain17198_var3-x77y15_7000_us_2x_2021-10-23T145214_corr.npz
12553,4,x45y19,2020,12,02,111915,grain12553_x45y19-var4_11000_us_2x_2020-12-02T111915_corr.npz
7913,6,x40y20,2020,12,02,134539,grain7913_x40y20-var6_8000_us_2x_2020-12-02T134539_corr.npz
5310,8,x34y21,2020,12,02,142436,grain5310_x34y21-var8_8000_us_2x_2020-12-02T142436_corr.npz
1270,5,x28y22,2020,12,02,125824,grain1270_x28y22-var5_11000_us_2x_2020-12-02T125824_corr.npz
16573,2,x76y12,2021,10,19,160139,grain16573_var2-x76y12_7000_us_2x_2021-10-19T160139_corr.npz
12851,7,x45y24,2020,12,02,141021,grain12851_x45y24-var7_8000_us_2x_2020-12-02T141021_corr.npz
3114,2,x31y24,2020,12,01,154659,grain3114_x31y24-var2_11000_us_2x_2020-12-01T154659_corr.npz
20863,5,x72y18,2021,10,20,110649,grain20863_var5-x72y18_7000_us_2x_2021-10-20T110649_corr.npz
9811,4,x42y22,2020,12,02,112844,grain9811_x42y22-var4_11000_us_2x_2020-12-02T112844_corr.npz
20645,5,x72y18,2021,10,20,110522,grain20645_var5-x72y18_7000_us_2x_2021-10-20T110522_corr.npz
21529,5,x78y11,2021,10,19,111536,grain21529_var5-x78y11_7000_us_2x_2021-10-19T111536_corr.npz
7815,6,x40y20,2020,12,02,134036,grain7815_x40y20-var6_8000_us_2x_2020-12-02T134036_corr.npz
16781,2,x76y12,2021,10,19,160332,grain16781_var2-x76y12_7000_us_2x_2021-10-19T160332_corr.npz
22713,6,x79y13,2021,10,19,153614,grain22713_var6-x79y13_7000_us_2x_2021-10-19T153614_corr.npz
2965,2,x31y24,2020,12,01,154659,grain2965_x31y24-var2_11000_us_2x_2020-12-01T154659_corr.npz
17078,2,x76y12,2021,10,19,160517,grain17078_var2-x76y12_7000_us_2x_2021-10-19T160517_corr.npz
16776,2,x76y12,2021,10,19,160332,grain16776_var2-x76y12_7000_us_2x_2021-10-19T160332_corr.npz
7151,5,x39y20,2020,12,02,130424,grain7151_x39y20-var5_11000_us_2x_2020-12-02T130424_corr.npz
18901,4,x80y16,2021,10,19,152106,grain18901_var4-x80y16_7000_us_2x_2021-10-19T152106_corr.npz
13816,1,x73y14,2021,10,23,151510,grain13816_var1-x73y14_7000_us_2x_2021-10-23T151510_corr.npz
17104,2,x76y12,2021,10,19,160517,grain17104_var2-x76y12_7000_us_2x_2021-10-19T160517_corr.npz
20894,5,x72y18,2021,10,20,110649,grain20894_var5-x72y18_7000_us_2x_2021-10-20T110649_corr.npz
17831,3,x77y15,2021,10,23,145648,grain17831_var3-x77y15_7000_us_2x_2021-10-23T145648_corr.npz
22698,6,x79y13,2021,10,19,153614,grain22698_var6-x79y13_7000_us_2x_2021-10-19T153614_corr.npz
21239,5,x78y11,2021,10,19,111048,grain21239_var5-x78y11_7000_us_2x_2021-10-19T111048_corr.npz
25214,8,x74y17,2021,10,23,150719,grain25214_var8-x74y17_7000_us_2x_2021-10-23T150719_corr.npz
25694,8,x74y17,2021,10,23,151207,grain25694_var8-x74y17_7000_us_2x_2021-10-23T151207_corr.npz
206,7,x28y21,2020,12,02,135904,grain206_x28y21-var7_8000_us_2x_2020-12-02T135904_corr.npz
4760,1,x33y24,2020,12,02,100349,grain4760_x33y24-var1_11000_us_2x_2020-12-02T100349_corr.npz
16584,2,x76y12,2021,10,19,160139,grain16584_var2-x76y12_7000_us_2x_2021-10-19T160139_corr.npz
23748,7,x72y15,2021,10,23,144537,grain23748_var7-x72y15_7000_us_2x_2021-10-23T144537_corr.npz
8383,6,x40y20,2020,12,02,135308,grain8383_x40y20-var6_8000_us_2x_2020-12-02T135308_corr.npz
3315,2,x31y24,2020,12,01,155134,grain3315_x31y24-var2_11000_us_2x_2020-12-01T155134_corr.npz
6617,2,x35y19,2020,12,01,152752,grain6617_x35y19-var2_11000_us_2x_2020-12-01T152752_corr.npz
16173,2,x73y16,2021,10,19,155646,grain16173_var2-x73y16_7000_us_2x_2021-10-19T155646_corr.npz
15616,2,x73y16,2021,10,19,155300,grain15616_var2-x73y16_7000_us_2x_2021-10-19T155300_corr.npz
441,7,x28y21,2020,12,02,140411,grain441_x28y21-var7_8000_us_2x_2020-12-02T140411_corr.npz
6805,2,x35y19,2020,12,01,153126,grain6805_x35y19-var2_11000_us_2x_2020-12-01T153126_corr.npz
7898,6,x40y20,2020,12,02,134539,grain7898_x40y20-var6_8000_us_2x_2020-12-02T134539_corr.npz
18026,3,x81y18,2021,10,23,150015,grain18026_var3-x81y18_7000_us_2x_2021-10-23T150015_corr.npz
6909,2,x35y19,2020,12,01,153126,grain6909_x35y19-var2_11000_us_2x_2020-12-01T153126_corr.npz
11451,3,x44y21,2020,12,02,104601,grain11451_x44y21-var3_11000_us_2x_2020-12-02T104601_corr.npz
10562,3,x43y22,2020,12,02,103212,grain10562_x43y22-var3_11000_us_2x_2020-12-02T103212_corr.npz
20131,4,x82y12,2021,10,19,113637,grain20131_var4-x82y12_7000_us_2x_2021-10-19T113637_corr.npz
10217,3,x43y22,2020,12,02,102758,grain10217_x43y22-var3_11000_us_2x_2020-12-02T102758_corr.npz
4914,1,x33y24,2020,12,02,100649,grain4914_x33y24-var1_11000_us_2x_2020-12-02T100649_corr.npz
8619,6,x41y23,2020,12,02,132655,grain8619_x41y23-var6_8000_us_2x_2020-12-02T132655_corr.npz
18726,3,x81y18,2021,10,23,150502,grain18726_var3-x81y18_7000_us_2x_2021-10-23T150502_corr.npz
13303,7,x45y24,2020,12,02,141746,grain13303_x45y24-var7_8000_us_2x_2020-12-02T141746_corr.npz
16922,2,x76y12,2021,10,19,160517,grain16922_var2-x76y12_7000_us_2x_2021-10-19T160517_corr.npz
8765,6,x41y23,2020,12,02,132655,grain8765_x41y23-var6_8000_us_2x_2020-12-02T132655_corr.npz
8420,6,x40y20,2020,12,02,135308,grain8420_x40y20-var6_8000_us_2x_2020-12-02T135308_corr.npz
11154,3,x44y21,2020,12,02,104158,grain11154_x44y21-var3_11000_us_2x_2020-12-02T104158_corr.npz
26618,8,x75y12,2021,10,20,113415,grain26618_var8-x75y12_7000_us_2x_2021-10-20T113415_corr.npz
13753,1,x73y14,2021,10,23,151510,grain13753_var1-x73y14_7000_us_2x_2021-10-23T151510_corr.npz
4284,8,x32y23,2020,12,02,160721,grain4284_x32y23-var8_8000_us_2x_2020-12-02T160721_corr.npz
24395,7,x82y19,2021,10,19,153944,grain24395_var7-x82y19_7000_us_2x_2021-10-19T153944_corr.npz
9582,4,x42y22,2020,12,02,112844,grain9582_x42y22-var4_11000_us_2x_2020-12-02T112844_corr.npz
5597,8,x34y21,2020,12,02,142833,grain5597_x34y21-var8_8000_us_2x_2020-12-02T142833_corr.npz
7621,5,x39y20,2020,12,02,132032,grain7621_x39y20-var5_8000_us_2x_2020-12-02T132032_corr.npz
23600,7,x72y15,2021,10,23,144229,grain23600_var7-x72y15_7000_us_2x_2021-10-23T144229_corr.npz
9031,6,x41y23,2020,12,02,133442,grain9031_x41y23-var6_8000_us_2x_2020-12-02T133442_corr.npz
7523,5,x39y20,2020,12,02,131556,grain7523_x39y20-var5_8000_us_2x_2020-12-02T131556_corr.npz
16833,2,x76y12,2021,10,19,160332,grain16833_var2-x76y12_7000_us_2x_2021-10-19T160332_corr.npz
822,5,x28y22,2020,12,02,124923,grain822_x28y22-var5_11000_us_2x_2020-12-02T124923_corr.npz
18141,3,x81y18,2021,10,23,150015,grain18141_var3-x81y18_7000_us_2x_2021-10-23T150015_corr.npz
13318,7,x45y24,2020,12,02,141746,grain13318_x45y24-var7_8000_us_2x_2020-12-02T141746_corr.npz
16939,2,x76y12,2021,10,19,160517,grain16939_var2-x76y12_7000_us_2x_2021-10-19T160517_corr.npz
20056,4,x82y12,2021,10,19,113637,grain20056_var4-x82y12_7000_us_2x_2021-10-19T113637_corr.npz
14896,1,x75y20,2021,10,19,161501,grain14896_var1-x75y20_7000_us_2x_2021-10-19T161501_corr.npz
23816,7,x72y15,2021,10,23,144537,grain23816_var7-x72y15_7000_us_2x_2021-10-23T144537_corr.npz
18641,3,x81y18,2021,10,23,150502,grain18641_var3-x81y18_7000_us_2x_2021-10-23T150502_corr.npz
1642,1,x30y21,2020,12,02,095609,grain1642_x30y21-var1_11000_us_2x_2020-12-02T095609_corr.npz
2558,2,x31y24,2020,12,01,153702,grain2558_x31y24-var2_11000_us_2x_2020-12-01T153702_corr.npz
13264,7,x45y24,2020,12,02,141746,grain13264_x45y24-var7_8000_us_2x_2020-12-02T141746_corr.npz
12446,4,x45y19,2020,12,02,111915,grain12446_x45y19-var4_11000_us_2x_2020-12-02T111915_corr.npz
1365,5,x28y22,2020,12,02,125824,grain1365_x28y22-var5_11000_us_2x_2020-12-02T125824_corr.npz
8602,6,x41y23,2020,12,02,132655,grain8602_x41y23-var6_8000_us_2x_2020-12-02T132655_corr.npz
8547,6,x40y20,2020,12,02,135308,grain8547_x40y20-var6_8000_us_2x_2020-12-02T135308_corr.npz
10003,4,x42y22,2020,12,02,113138,grain10003_x42y22-var4_11000_us_2x_2020-12-02T113138_corr.npz
3001,2,x31y24,2020,12,01,154659,grain3001_x31y24-var2_11000_us_2x_2020-12-01T154659_corr.npz
13634,1,x73y14,2021,10,23,151510,grain13634_var1-x73y14_7000_us_2x_2021-10-23T151510_corr.npz
1883,1,x30y21,2020,12,02,101341,grain1883_x30y21-var1_11000_us_2x_2020-12-02T101341_corr.npz
16828,2,x76y12,2021,10,19,160332,grain16828_var2-x76y12_7000_us_2x_2021-10-19T160332_corr.npz
2688,2,x31y24,2020,12,01,154301,grain2688_x31y24-var2_11000_us_2x_2020-12-01T154301_corr.npz
11089,3,x43y22,2020,12,02,103820,grain11089_x43y22-var3_11000_us_2x_2020-12-02T103820_corr.npz
14298,1,x73y14,2021,10,23,151946,grain14298_var1-x73y14_7000_us_2x_2021-10-23T151946_corr.npz
14741,1,x75y20,2021,10,19,161043,grain14741_var1-x75y20_7000_us_2x_2021-10-19T161043_corr.npz
26231,8,x75y12,2021,10,20,111614,grain26231_var8-x75y12_7000_us_2x_2021-10-20T111614_corr.npz
26603,8,x75y12,2021,10,20,113415,grain26603_var8-x75y12_7000_us_2x_2021-10-20T113415_corr.npz
13748,1,x73y14,2021,10,23,151510,grain13748_var1-x73y14_7000_us_2x_2021-10-23T151510_corr.npz
9156,6,x41y23,2020,12,02,133442,grain9156_x41y23-var6_8000_us_2x_2020-12-02T133442_corr.npz
21970,6,x79y13,2021,10,19,153133,grain21970_var6-x79y13_7000_us_2x_2021-10-19T153133_corr.npz
7444,5,x39y20,2020,12,02,131556,grain7444_x39y20-var5_8000_us_2x_2020-12-02T131556_corr.npz
19960,4,x82y12,2021,10,19,113446,grain19960_var4-x82y12_7000_us_2x_2021-10-19T113446_corr.npz
1113,5,x28y22,2020,12,02,125541,grain1113_x28y22-var5_11000_us_2x_2020-12-02T125541_corr.npz
22683,6,x79y13,2021,10,19,153614,grain22683_var6-x79y13_7000_us_2x_2021-10-19T153614_corr.npz
9732,4,x42y22,2020,12,02,112844,grain9732_x42y22-var4_11000_us_2x_2020-12-02T112844_corr.npz
21222,5,x78y11,2021,10,19,111048,grain21222_var5-x78y11_7000_us_2x_2021-10-19T111048_corr.npz
6112,2,x35y19,2020,12,01,152108,grain6112_x35y19-var2_11000_us_2x_2020-12-01T152108_corr.npz
14804,1,x75y20,2021,10,19,161043,grain14804_var1-x75y20_7000_us_2x_2021-10-19T161043_corr.npz
37,7,x28y21,2020,12,02,135904,grain37_x28y21-var7_8000_us_2x_2020-12-02T135904_corr.npz
9808,4,x42y22,2020,12,02,112844,grain9808_x42y22-var4_11000_us_2x_2020-12-02T112844_corr.npz
18866,4,x80y16,2021,10,19,152106,grain18866_var4-x80y16_7000_us_2x_2021-10-19T152106_corr.npz
17063,2,x76y12,2021,10,19,160517,grain17063_var2-x76y12_7000_us_2x_2021-10-19T160517_corr.npz
17956,3,x77y15,2021,10,23,145648,grain17956_var3-x77y15_7000_us_2x_2021-10-23T145648_corr.npz
2784,2,x31y24,2020,12,01,154301,grain2784_x31y24-var2_11000_us_2x_2020-12-01T154301_corr.npz
12412,4,x45y19,2020,12,02,111648,grain12412_x45y19-var4_11000_us_2x_2020-12-02T111648_corr.npz
1269,5,x28y22,2020,12,02,125824,grain1269_x28y22-var5_11000_us_2x_2020-12-02T125824_corr.npz
16168,2,x73y16,2021,10,19,155646,grain16168_var2-x73y16_7000_us_2x_2021-10-19T155646_corr.npz
14640,1,x75y20,2021,10,19,160916,grain14640_var1-x75y20_7000_us_2x_2021-10-19T160916_corr.npz
5280,8,x34y21,2020,12,02,142436,grain5280_x34y21-var8_8000_us_2x_2020-12-02T142436_corr.npz
7883,6,x40y20,2020,12,02,134539,grain7883_x40y20-var6_8000_us_2x_2020-12-02T134539_corr.npz
2454,2,x31y24,2020,12,01,153702,grain2454_x31y24-var2_11000_us_2x_2020-12-01T153702_corr.npz
14447,1,x73y14,2021,10,23,151946,grain14447_var1-x73y14_7000_us_2x_2021-10-23T151946_corr.npz
12180,4,x45y19,2020,12,02,111414,grain12180_x45y19-var4_11000_us_2x_2020-12-02T111414_corr.npz
16014,2,x73y16,2021,10,19,155646,grain16014_var2-x73y16_7000_us_2x_2021-10-19T155646_corr.npz
23753,7,x72y15,2021,10,23,144537,grain23753_var7-x72y15_7000_us_2x_2021-10-23T144537_corr.npz
526,7,x28y21,2020,12,02,140411,grain526_x28y21-var7_8000_us_2x_2020-12-02T140411_corr.npz
8398,6,x40y20,2020,12,02,135308,grain8398_x40y20-var6_8000_us_2x_2020-12-02T135308_corr.npz
17174,3,x77y15,2021,10,23,145214,grain17174_var3-x77y15_7000_us_2x_2021-10-23T145214_corr.npz
9286,6,x41y23,2020,12,02,133717,grain9286_x41y23-var6_8000_us_2x_2020-12-02T133717_corr.npz
13913,1,x73y14,2021,10,23,151645,grain13913_var1-x73y14_7000_us_2x_2021-10-23T151645_corr.npz
23150,6,x80y20,2021,10,19,150845,grain23150_var6-x80y20_7000_us_2x_2021-10-19T150845_corr.npz
15834,2,x73y16,2021,10,19,155432,grain15834_var2-x73y16_7000_us_2x_2021-10-19T155432_corr.npz
15279,1,x75y20,2021,10,19,161703,grain15279_var1-x75y20_7000_us_2x_2021-10-19T161703_corr.npz
10904,3,x43y22,2020,12,02,103534,grain10904_x43y22-var3_11000_us_2x_2020-12-02T103534_corr.npz
15305,1,x75y20,2021,10,19,161703,grain15305_var1-x75y20_7000_us_2x_2021-10-19T161703_corr.npz
15948,2,x73y16,2021,10,19,155432,grain15948_var2-x73y16_7000_us_2x_2021-10-19T155432_corr.npz
19073,4,x80y16,2021,10,19,152328,grain19073_var4-x80y16_7000_us_2x_2021-10-19T152328_corr.npz
22065,6,x79y13,2021,10,19,153133,grain22065_var6-x79y13_7000_us_2x_2021-10-19T153133_corr.npz
7188,5,x39y20,2020,12,02,130424,grain7188_x39y20-var5_11000_us_2x_2020-12-02T130424_corr.npz
